thisN,thisTrialN,thisRepN,key_resp_control.keys,key_resp_control.rt,key_resp_control.duration,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,key_resp_30.keys,key_resp_30.rt,key_resp_30.duration,key_resp_bundling.keys,key_resp_bundling.rt,key_resp_bundling.duration,trialsControl.thisRepN,trialsControl.thisTrialN,trialsControl.thisN,trialsControl.thisIndex,trials20.thisRepN,trials20.thisTrialN,trials20.thisN,trials20.thisIndex,trials30.thisRepN,trials30.thisTrialN,trials30.thisN,trials30.thisIndex,trialsBundling.thisRepN,trialsBundling.thisTrialN,trialsBundling.thisN,trialsBundling.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcScreen.started,textWelcScreen.stopped,textWelcMessage.started,key_respStart.started,WelcomeScreen.stopped,key_respStart.keys,key_respStart.rt,key_respStart.duration,trialControl.started,image_control.started,key_resp_control.started,trialControl.stopped,Image,Selected_Plan,trialsControl.key_resp_control.keys,trialsControl.key_resp_control.rt,trialsControl.key_resp_control.duration,blank500.started,textblank500.started,blank500.stopped,textblank500.stopped,trial20.started,image_20.started,key_resp_20.started,trial20.stopped,Image_20,Selected_Plan_20,trials20.key_resp_20.keys,trials20.key_resp_20.rt,trials20.key_resp_20.duration,trial30.started,image_30.started,key_resp_30.started,trial30.stopped,Image_30,Selected_Plan_30,trials30.key_resp_30.keys,trials30.key_resp_30.rt,trials30.key_resp_30.duration,trialBundling.started,image_bundling.started,key_resp_bundling.started,trialBundling.stopped,Image_Bundling,Selected_Plan_Bundling,trialsBundling.key_resp_bundling.keys,trialsBundling.key_resp_bundling.rt,trialsBundling.key_resp_bundling.duration,EndScreen.started,textEndScreen.started,key_respEnd.started,EndScreen.stopped,key_respEnd.keys,key_respEnd.rt,key_respEnd.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
5,0,5,,,,,,,3,10.123963999998523,None,,,,,,,,,,,,5,0,5,0,,,,,604.5247182500025,,,,,,,,,,,,,,,,,,,,614.8157106659928,614.8228444999986,615.3134551659896,615.319074375002,,,,,,,,,,604.5167782909994,604.5247182500025,604.686194540991,614.8152077080013,Hotstar30.jpg,Plan 3,3,10.123963999998523,None,,,,,,,,,,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.3137384159927,615.319074375002,615.802830665998,615.8477382909914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
0,0,0,,,,,,,,,,1,1.1271797079971293,None,,,,,,,,,,,,,0,0,0,0,615.8477382909914,,,,,,,,,,,,,,,,,,,,617.1476193749986,617.1552457079961,617.6470327080024,617.6913802909985,,,,,,,,,,,,,,,,,,,615.8394713329908,615.8477382909914,616.0126725829905,617.1474517909955,AppleOneBundling.jpg,Plan 1,1,1.1271797079971293,None,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
1,0,1,,,,,,,,,,4,4.742174166996847,None,,,,,,,,,,,,,1,0,1,0,617.6913802909985,,,,,,,,,,,,,,,,,,,,622.5882509160001,622.5958484159928,623.0800027499936,623.1073883329955,,,,,,,,,,,,,,,,,,,617.6841620409978,617.6913802909985,617.8407236249914,622.58816449999,NetflixBundling.jpg,Plan 4,4,4.742174166996847,None,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
2,0,2,,,,,,,,,,2,3.8702146249997895,None,,,,,,,,,,,,,2,0,2,0,623.1073883329955,,,,,,,,,,,,,,,,,,,,627.1648655829922,627.173221124991,627.6640886249952,627.7053201660019,,,,,,,,,,,,,,,,,,,623.100334207993,623.1073883329955,623.2861681249924,627.1647215830017,HotstarBundling.jpg,Plan 2,2,3.8702146249997895,None,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
3,0,3,,,,,,,,,,2,9.71205000000191,None,,,,,,,,,,,,,3,0,3,0,627.7053201660019,,,,,,,,,,,,,,,,,,,,637.5825002499914,637.592334624991,638.081095415997,638.117725374992,,,,,,,,,,,,,,,,,,,627.6975023330015,627.7053201660019,627.8629388749978,637.5820894999924,SonyLivBundling.jpg,Plan 2,2,9.71205000000191,None,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
4,0,4,,,,,,,,,,2,1.3978959579981165,None,,,,,,,,,,,,,4,0,4,0,638.117725374992,,,,,,,,,,,,,,,,,,,,639.6814296660013,639.6868690830015,640.1704054159927,640.1988671659929,,,,,,,,,,,,,,,,,,,638.1095630409982,638.117725374992,638.2790342910012,639.681253666,CrunchyrollBundling.jpg,Plan 2,2,1.3978959579981165,None,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
5,0,5,,,,,,,,,,1,1.5104042499879142,None,,,,,,,,,,,,,5,0,5,0,640.1988671659929,,,,,,,,,,,,,,,,,,,,641.8984472079901,641.9038093749987,642.3965427910007,642.4016619579925,,,,,,,,,,,,,,,,,,,640.1914644999924,640.1988671659929,640.3797364999918,641.8983663749968,Zee5Bundling.jpg,Plan 1,1,1.5104042499879142,None,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.3966004999966,642.4016619579925,642.8854838330008,642.9019282079971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.8855275410024,642.9019282079971,643.8969296659925,654.431665415992,space,10.531161125007202,None,42015,001,2025-03-28_17h42.05.261,RES501,2024.2.4,119.95837443434361,2025-03-28 17h42.29.001951 +0530,
